"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Evan Mendoza","- - -","22","135","515","564","145","116","19","2","8","58","42","39","1","104","5","1","4","12","2","1",".282","sa3002836"
"Frank Veliz","Tigers (R)","18","57","206","236","58","49","7","1","1","40","17","18","1","40","8","3","1","4","16","7",".282","sa3003257"
"Grenny Cumana","Phillies (A+)","22","59","206","215","58","47","8","1","2","18","16","5","0","15","4","0","0","8","2","6",".282","sa735846"
"Darlyn Del Villar","Cardinals (R)","17","34","135","157","38","27","9","1","1","21","22","17","0","33","2","3","0","1","5","1",".281","sa3005724"
"Colton Pogue","Nationals (R)","22","42","135","150","38","30","6","1","1","15","11","11","0","25","3","1","0","6","4","1",".281","sa3006931"
"Eric Cole","Royals (R)","21","42","167","187","47","33","11","2","1","19","25","17","0","27","2","1","0","5","6","0",".281","sa3008268"
"Rocky Gale","Dodgers (AAA)","30","85","295","318","83","63","14","2","4","24","34","12","0","50","0","4","7","5","1","2",".281","10533"
"Christian Donahue","- - -","23","96","327","371","92","66","21","1","4","48","30","36","2","76","2","3","3","5","3","2",".281","sa3005401"
"Hagen Owenby","- - -","22","46","160","173","45","38","6","0","1","11","12","9","1","24","2","2","0","4","0","0",".281","sa3003180"
"Niko Hulsizer","Dodgers (R)","21","48","160","202","45","23","13","0","9","47","32","30","0","52","11","1","0","5","12","2",".281","sa3007053"
"Edwin Sano","Brewers (R)","19","37","128","144","36","27","5","3","1","22","18","10","0","18","2","1","3","0","11","2",".281","sa916735"
"Juan Apodaca","- - -","31","78","281","325","79","50","14","0","15","35","55","34","1","48","8","2","0","11","2","0",".281","sa286639"
"Yeison Coca","Brewers (R)","19","68","281","304","79","55","14","7","3","49","21","13","0","66","1","0","9","3","16","9",".281","sa917075"
"Chase Chambers","Mets (A-)","22","59","217","243","61","44","13","1","3","34","30","21","2","43","3","2","0","6","2","0",".281","sa3006921"
"Zach Green","- - -","24","114","402","450","113","55","35","3","20","66","75","38","1","129","9","1","0","3","1","2",".281","sa657973"
"Aldenis Sanchez","Rays (R)","19","47","185","205","52","46","4","2","0","27","22","16","1","34","1","1","2","1","16","4",".281","sa3003222"
"Brett Langhorne","Braves (R)","22","52","185","216","52","43","7","2","0","23","24","28","0","67","1","2","0","2","8","2",".281","sa3007064"
"Jeremy Fernandez","Braves (R)","20","47","185","199","52","32","9","3","8","28","29","11","1","24","1","2","0","5","5","2",".281","sa880735"
"Jelfry Marte","Rays (R)","17","43","153","165","43","39","3","1","0","16","14","6","0","26","2","0","4","0","7","4",".281","sa3006886"
"Jose Godoy","- - -","23","77","242","282","68","54","11","1","2","28","18","27","1","40","7","1","5","6","2","0",".281","sa657267"
"Taylor Jones","- - -","24","123","452","530","127","75","32","2","18","61","80","61","3","124","10","7","0","11","2","0",".281","sa876202"
"Humberto Sosa","Mexican (AAA)","32","68","210","246","59","40","12","0","7","28","32","25","1","34","1","6","4","7","0","0",".281","sa454224"
"Trenton Brooks","Indians (A+)","22","107","388","446","109","73","28","3","5","47","52","45","0","66","7","5","1","8","2","1",".281","sa873268"
"Jacob Nottingham","Brewers (AAA)","23","50","178","196","50","28","10","2","10","33","36","14","0","59","4","0","0","4","2","1",".281","16448"
"Eric Gutierrez","- - -","24","51","178","198","50","34","12","1","3","22","18","12","0","27","7","1","0","4","1","1",".281","sa873999"
"Andres Gimenez","- - -","19","122","445","504","125","85","29","5","6","62","46","31","1","92","16","4","8","4","38","14",".281","sa917114"
"Rudy Flores","Diamondbacks (AA)","27","126","438","516","123","78","25","3","17","60","75","57","6","124","16","4","0","6","2","3",".281","sa621607"
"Daniel Mercado","Mexican (AAA)","22","70","203","215","57","42","8","0","7","28","25","9","0","48","3","0","0","9","0","0",".281","sa3005376"
"D.J. Stewart","Phillies (R)","19","36","114","129","32","24","8","0","0","18","16","11","0","31","2","1","1","2","1","1",".281","sa3005181"
"Frankie Tostado","Giants (R)","20","43","171","187","48","32","12","1","3","34","35","13","3","23","1","2","0","4","2","0",".281","sa3007030"
"Jesus Lujano","Brewers (R)","19","60","196","219","55","42","9","3","1","34","22","16","0","32","1","0","6","4","8","6",".281","sa917197"
"Luis Alfonso Garcia","- - -","39","50","164","185","46","30","9","0","7","20","23","19","1","39","1","1","0","3","0","0",".280","sa205818"
"Angel Aponte","Rangers (R)","18","63","246","280","69","48","11","3","7","58","38","21","0","53","12","0","1","0","30","4",".280","sa3003319"
"D.J. Burt","Royals (A+)","22","111","410","486","115","91","14","7","3","72","46","59","1","98","0","5","12","8","32","10",".280","sa828876"
"Nick Pratto","Royals (A)","19","127","485","537","136","87","33","2","14","79","62","45","1","150","3","4","0","2","22","5",".280","sa3004138"
"Irving Lopez","- - -","23","110","403","469","113","80","26","1","6","60","48","44","0","67","14","4","4","7","2","2",".280","sa3002878"
"James Smith","Phillies (R)","22","44","132","149","37","24","8","2","3","27","22","13","0","23","2","1","1","2","1","0",".280","sa3007752"
"Moises Gomez","Rays (A)","19","122","471","516","132","72","34","7","19","67","82","34","0","137","3","8","0","11","4","3",".280","sa875163"
"Jose Layer","Giants (A-)","21","39","157","178","44","30","7","2","5","26","22","16","1","45","3","2","0","3","4","3",".280","sa918284"
"Johan Sala","- - -","20","55","182","201","51","35","10","5","1","20","21","13","0","47","4","1","1","2","4","3",".280","sa872543"
"Greg Cullen","Braves (R)","21","55","207","241","58","41","12","3","2","30","33","29","0","29","3","2","0","6","0","1",".280","sa3007069"
"Shervyen Newton","Mets (R)","19","56","207","266","58","35","16","2","5","50","41","46","2","84","4","8","1","4","4","0",".280","sa917119"
"Logan Taylor","- - -","24","103","357","406","100","70","18","2","10","44","53","42","0","113","3","4","0","9","4","1",".280","sa857838"
"Luis Torrens","Padres (A+)","22","122","475","515","133","88","36","3","6","62","73","26","0","77","6","8","0","13","1","1",".280","15905"
"Camilo Quinteiro","- - -","21","48","150","194","42","39","2","0","1","28","12","36","0","42","4","2","2","2","11","2",".280","sa3006902"
"Andrew Moritz","Braves (R)","21","31","125","144","35","26","7","1","1","23","16","14","0","24","1","2","2","2","4","0",".280","sa3007054"
"Jonah Bride","- - -","22","56","200","234","56","36","17","0","3","29","34","24","1","36","6","4","0","5","3","2",".280","sa3007516"
"Matt Thaiss","- - -","23","125","525","576","147","89","34","8","16","78","76","44","0","103","2","5","0","17","8","4",".280","sa738522"
"Carter Kieboom","- - -","20","123","493","558","138","90","31","1","16","84","69","58","0","109","3","4","0","10","9","2",".280","sa917937"
"Calvin Mitchell","Pirates (A)","19","119","443","495","124","82","29","3","10","55","65","41","3","109","5","5","1","9","4","5",".280","sa3004258"
"Mason Williams","Reds (AAA)","26","87","318","356","89","61","18","4","6","52","30","29","0","57","1","1","7","7","5","8",".280","11859"
"Miguel Hernandez","- - -","19","67","243","262","68","52","11","3","2","33","31","16","0","39","0","2","1","4","2","1",".280","sa917055"
"Tanner Kirwer","Blue Jays (A-)","22","61","218","247","61","38","13","6","4","32","22","16","0","58","4","5","4","1","28","6",".280","sa3002831"
"Yeikel Blandin","Rockies (R)","18","48","168","188","47","37","5","5","0","28","18","12","1","24","1","1","6","0","20","6",".280","sa3003351"
"Deacon Liput","Dodgers (A)","22","42","168","184","47","32","7","3","5","31","21","13","1","48","1","2","0","2","5","2",".280","sa3008141"
"Randy Ventura","- - -","20","72","286","312","80","73","7","0","0","31","19","24","1","59","1","0","1","6","15","6",".280","sa872499"
"Jeremy Vasquez","- - -","21","125","447","518","125","86","25","4","10","58","58","62","2","91","4","5","0","8","0","1",".280","sa915673"
"Gabriel Maciel","- - -","19","98","397","439","111","92","14","2","3","60","23","35","0","71","5","1","1","4","16","10",".280","sa919532"
"Jorge Vazquez","Mexican (AAA)","36","46","161","184","45","30","7","0","8","21","27","19","3","34","4","0","0","10","0","0",".280","sa491894"
"Brian O'Grady","- - -","26","105","322","376","90","49","21","6","14","54","59","39","3","80","4","6","3","3","9","5",".280","sa829143"
"Brandon Bednar","- - -","26","86","272","293","76","52","15","2","7","28","29","16","0","54","3","2","0","12","2","2",".279","sa737887"
"Michael Crouse","Mexican (AAA)","27","109","401","462","112","70","18","7","17","69","73","53","0","123","2","3","3","8","22","7",".279","sa454895"
"Hagen Danner","Blue Jays (R)","19","32","111","137","31","18","11","0","2","19","19","20","1","35","5","1","0","3","1","0",".279","sa3004501"
"Kristian Robinson","- - -","17","57","222","256","62","43","12","0","7","48","41","27","0","67","4","3","0","3","12","8",".279","sa3006884"
"Jorge Barrosa","- - -","17","68","265","308","74","57","8","6","3","64","23","29","0","45","12","2","0","2","39","8",".279","sa3005524"
"Samir Duenez","- - -","22","87","308","352","86","53","20","2","11","45","64","37","4","75","1","6","0","4","6","0",".279","sa739574"
"Jake Bauers","Rays (AAA)","22","52","197","222","55","36","14","0","5","31","24","23","0","47","1","0","1","2","10","6",".279","15194"
"Raudy Read","- - -","24","53","197","213","55","39","11","2","3","16","26","12","1","38","1","3","0","5","0","0",".279","15766"
"Maicol Sosa","Marlins (R)","19","58","197","228","55","41","9","0","5","29","22","23","0","49","6","1","1","1","15","11",".279","sa3003403"
"Barbaro Canizares","Mexican (AAA)","38","99","369","416","103","73","19","0","11","51","38","41","6","61","4","2","0","10","1","1",".279","6246"
"Cristian Pache","- - -","19","122","473","496","132","94","23","6","9","56","47","20","2","97","0","2","0","6","7","8",".279","sa916722"
"Nate Mondou","- - -","23","136","509","587","142","102","27","5","8","79","75","52","0","84","13","8","5","5","10","6",".279","sa873282"
"Enrique Osorio","Mexican (AAA)","33","105","380","431","106","72","27","2","5","50","41","35","2","39","8","1","7","11","7","5",".279","sa509128"
"Shawn O'Malley","Rockies (AAA)","30","55","147","169","41","32","6","2","1","19","16","9","0","29","1","2","10","2","3","3",".279","9629"
"Alexfri Planez","Indians (R)","16","61","251","271","70","40","18","3","9","39","40","9","0","55","7","3","1","7","5","7",".279","sa3005515"
"Jose Fermin","Indians (A-)","19","71","251","308","70","52","12","4","2","47","26","39","1","26","9","3","5","2","17","4",".279","sa917339"
"Joel Booker","- - -","24","119","459","527","128","91","26","4","7","82","38","44","1","119","15","2","7","4","26","17",".279","sa918497"
"David MacKinnon","- - -","23","125","416","524","116","81","29","0","6","72","60","95","0","103","7","5","0","13","0","0",".279","sa873706"
"Austin Nola","Marlins (AAA)","28","69","226","262","63","45","16","0","2","26","32","27","0","43","7","2","0","5","2","0",".279","sa577789"
"Javier Guevara","Rockies (R)","20","49","183","197","51","34","11","2","4","19","32","9","0","31","2","2","1","8","2","1",".279","sa872828"
"Stephen Alemais","Pirates (AA)","23","120","402","463","112","91","16","4","1","56","34","44","1","69","2","8","5","13","16","9",".279","sa874070"
"Sherten Apostel","- - -","19","53","176","224","49","33","8","0","8","35","36","41","0","50","4","3","0","7","3","2",".278","sa917364"
"Alan Trejo","Rockies (A+)","22","114","449","497","125","83","28","4","10","65","67","31","0","113","6","6","5","5","3","6",".278","sa3002726"
"Oscar Mercado","- - -","23","132","485","546","135","99","26","2","8","85","47","49","0","87","5","3","4","11","37","12",".278","sa737612"
"Roberto Baldoquin","- - -","24","82","309","343","86","67","9","8","2","26","40","23","0","74","5","4","2","9","6","5",".278","sa857538"
"Fabian Andrade","Red Sox (R)","19","66","230","264","64","56","8","0","0","26","23","27","0","25","5","1","1","6","8","6",".278","sa917083"
"Jaquez Williams","Padres (R)","20","32","115","125","32","21","7","1","3","10","19","6","0","49","4","0","0","2","0","0",".278","sa918424"
"Andy Sugilio","Reds (A)","21","91","363","387","101","78","14","4","5","34","45","17","1","61","1","5","1","5","12","7",".278","sa828414"
"Matt Clark","- - -","31","75","266","314","74","46","16","0","12","39","47","45","2","75","1","2","0","4","1","1",".278","8793"
"Carlos Herrera","Rockies (A+)","21","106","399","448","111","76","21","8","6","63","50","25","1","103","3","5","16","1","15","11",".278","sa830140"
"Nathan Lukes","Rays (AA)","23","115","435","484","121","83","29","3","6","62","51","31","0","93","6","6","6","7","9","4",".278","sa875215"
"Juan Herrera","Phillies (R)","18","45","151","163","42","29","9","3","1","23","17","10","0","38","2","0","0","3","5","2",".278","sa3002699"
"Cristian Perez","Royals (A)","19","87","320","345","89","72","14","0","3","48","37","11","0","43","3","3","8","7","10","7",".278","sa917025"
"Jacob Wilson","- - -","27","108","392","451","109","73","28","1","7","48","55","41","2","77","6","11","1","8","1","2",".278","sa658158"
"Mitch Roman","- - -","23","117","392","447","109","88","17","1","3","58","44","37","0","109","4","8","6","6","18","6",".278","sa918259"
"Tyrone Taylor","Brewers (AAA)","24","119","446","481","124","72","23","9","20","73","80","27","0","74","3","4","1","11","13","4",".278","sa657979"
"Matthew den Dekker","Mets (AAA)","30","87","313","339","87","49","19","5","14","52","44","21","0","85","0","3","1","3","8","3",".278","11385"
"Jorma Rodriguez","- - -","22","113","403","436","112","91","16","4","1","48","38","18","1","80","6","2","7","11","13","4",".278","sa736694"
"Jacob Meyers","- - -","22","121","421","490","117","75","31","3","8","63","46","51","1","83","9","7","2","8","16","14",".278","sa3004621"
"Andrew Calica","Indians (AA)","24","115","421","501","117","89","21","1","6","78","49","55","1","104","22","1","2","10","27","5",".278","sa658329"
"Jake Smolinski","Athletics (AAA)","29","36","126","145","35","21","4","0","10","25","19","18","0","42","1","0","0","2","1","0",".278","5408"
"Adron Chambers","Phillies (AAA)","31","39","126","138","35","19","13","2","1","20","15","10","0","35","0","1","1","0","3","1",".278","7995"
"Francisco Martinez","Twins (R)","19","36","126","142","35","22","3","8","2","19","24","13","0","48","1","2","0","1","2","2",".278","sa3002630"
"Cody Wilson","Nationals (A-)","21","48","180","204","50","35","10","5","0","24","18","17","2","39","5","1","1","4","3","5",".278","sa3006723"
"Zack Gahagan","Cardinals (R)","22","35","108","131","30","24","4","1","1","16","14","18","1","21","4","1","0","2","5","2",".278","sa3008001"
"Jose Manuel Orozco","Mexican (AAA)","27","93","324","371","90","54","21","1","14","55","57","35","3","89","2","5","5","5","2","4",".278","sa505268"
"J.R. Davis","Cardinals (A)","23","76","270","286","75","55","14","2","4","32","27","11","0","40","4","0","1","8","5","3",".278","sa918387"
"Isaac Paredes","- - -","19","123","432","502","120","75","28","2","15","70","70","51","1","76","9","9","1","9","2","0",".278","sa920275"
"Omar Estevez","Dodgers (A+)","20","128","515","577","143","83","43","2","15","87","84","45","1","138","5","10","2","3","3","1",".278","sa914242"
"Casey Golden","Rockies (A)","23","124","461","524","128","68","23","3","34","92","95","38","1","180","22","2","1","0","24","8",".278","sa873997"
